cgpa,backlog,semester,department,course_id,employability_index,skills_count,placed
7.92,0,6,Information Technology,AIML,0.9,6,1
7.78,0,6,Information Technology,DS,0.85,3,0
5.72,1,5,Electronics,CYB,0.83,5,1
8.39,0,6,Civil,CYB,0.83,5,1
8.53,0,6,Electronics,CYB,0.83,5,1
8.35,0,6,Information Technology,CLOUD,0.87,4,1
6.13,0,8,Information Technology,WEB,0.78,3,0
7.59,1,6,Civil,DS,0.85,2,1
7.99,2,8,Mechanical,DS,0.85,3,0
8.12,0,8,Computer Science,AIML,0.9,8,1
7.58,0,6,Information Technology,WEB,0.78,1,0
6.38,0,5,Mechanical,CLOUD,0.87,4,1
6.2,1,6,Mechanical,CLOUD,0.87,7,1
9.11,0,6,Mechanical,AIML,0.9,2,1
8.9,1,6,Electronics,CYB,0.83,4,1
7.4,0,6,Mechanical,DS,0.85,7,0
9.91,2,8,Mechanical,DS,0.85,8,1
6.9,0,8,Electronics,DS,0.85,4,0
8.29,1,8,Civil,CLOUD,0.87,3,1
6.46,2,7,Mechanical,AIML,0.9,2,0
7.43,0,5,Electronics,DS,0.85,5,1
7.98,0,7,Electronics,CYB,0.83,4,0
8.33,0,6,Computer Science,CLOUD,0.87,2,1
7.31,0,6,Computer Science,DS,0.85,3,1
8.91,0,6,Computer Science,AIML,0.9,4,0
7.85,1,7,Electronics,WEB,0.78,3,1
8.04,0,7,Computer Science,WEB,0.78,4,1
7.92,0,8,Information Technology,CLOUD,0.87,5,1
7.22,0,8,Mechanical,WEB,0.78,3,0
7.37,0,6,Information Technology,CYB,0.83,4,0
7.26,1,8,Civil,CLOUD,0.87,3,1
7.91,0,7,Civil,AIML,0.9,1,1
7.06,0,7,Information Technology,CLOUD,0.87,2,1
8.62,4,7,Information Technology,WEB,0.78,4,0
6.56,0,7,Mechanical,AIML,0.9,2,0
6.8,1,7,Civil,DS,0.85,4,1
7.4,1,7,Mechanical,AIML,0.9,0,0
6.28,0,5,Electronics,CYB,0.83,4,1
5.33,1,7,Civil,WEB,0.78,0,0
8.25,1,7,Information Technology,CLOUD,0.87,9,1
5.57,1,7,Computer Science,WEB,0.78,5,0
8.23,1,5,Computer Science,DS,0.85,8,1
6.88,0,8,Information Technology,CYB,0.83,4,0
5.56,2,8,Civil,CYB,0.83,5,0
8.77,0,7,Mechanical,DS,0.85,2,1
8.4,0,7,Information Technology,DS,0.85,6,0
6.42,0,7,Information Technology,AIML,0.9,3,0
7.05,0,7,Civil,WEB,0.78,4,1
6.18,3,7,Electronics,CYB,0.83,2,0
7.38,0,8,Civil,AIML,0.9,4,0
6.92,0,7,Electronics,CYB,0.83,2,0
8.2,1,7,Computer Science,WEB,0.78,1,0
9.02,2,5,Civil,CYB,0.83,8,1
7.69,0,6,Electronics,AIML,0.9,3,1
9.31,1,6,Electronics,AIML,0.9,4,1
6.02,1,8,Mechanical,CLOUD,0.87,2,0
8.78,0,7,Electronics,CLOUD,0.87,3,0
7.56,0,8,Mechanical,DS,0.85,8,1
6.46,1,5,Civil,CYB,0.83,6,1
10.0,4,6,Civil,WEB,0.78,3,1
7.64,0,5,Information Technology,CYB,0.83,0,1
6.89,0,8,Information Technology,CLOUD,0.87,1,0
7.78,2,5,Information Technology,CLOUD,0.87,2,0
7.32,0,5,Civil,DS,0.85,1,1
9.11,0,6,Civil,DS,0.85,2,1
5.73,0,8,Information Technology,WEB,0.78,2,1
7.55,2,5,Computer Science,DS,0.85,4,0
7.27,1,6,Information Technology,DS,0.85,0,0
7.1,0,8,Civil,CYB,0.83,3,0
9.93,1,8,Computer Science,CLOUD,0.87,6,1
8.04,1,6,Civil,DS,0.85,2,0
7.54,3,7,Civil,DS,0.85,2,0
8.2,2,5,Civil,CYB,0.83,3,0
6.06,0,7,Mechanical,CLOUD,0.87,1,1
7.43,1,8,Computer Science,CYB,0.83,2,1
6.56,0,6,Mechanical,AIML,0.9,5,1
7.49,0,8,Mechanical,AIML,0.9,3,0
7.9,1,8,Electronics,WEB,0.78,1,0
8.04,2,6,Electronics,AIML,0.9,7,1
7.65,0,7,Electronics,CLOUD,0.87,3,1
8.75,0,8,Computer Science,CLOUD,0.87,3,1
7.34,0,8,Computer Science,CLOUD,0.87,1,1
7.97,0,8,Information Technology,AIML,0.9,5,1
9.22,1,6,Electronics,WEB,0.78,4,1
9.77,0,5,Information Technology,AIML,0.9,0,1
8.56,2,5,Mechanical,AIML,0.9,5,1
7.01,0,6,Electronics,AIML,0.9,4,1
6.33,2,6,Computer Science,DS,0.85,3,0
5.72,0,7,Computer Science,CYB,0.83,6,1
5.9,1,5,Information Technology,WEB,0.78,6,0
6.47,0,5,Mechanical,AIML,0.9,0,0
8.4,0,7,Mechanical,AIML,0.9,2,0
6.58,0,6,Mechanical,CLOUD,0.87,5,0
7.52,0,5,Electronics,CLOUD,0.87,1,1
6.64,0,8,Civil,WEB,0.78,6,0
8.58,4,6,Civil,WEB,0.78,6,0
7.24,0,7,Information Technology,WEB,0.78,1,0
8.59,0,5,Information Technology,CYB,0.83,3,0
6.12,0,5,Computer Science,CYB,0.83,3,1
9.04,2,8,Electronics,WEB,0.78,5,1
5.28,0,6,Computer Science,WEB,0.78,3,1
5.79,0,8,Civil,WEB,0.78,2,0
8.0,0,8,Computer Science,WEB,0.78,7,1
8.69,0,6,Electronics,DS,0.85,2,1
5.9,0,5,Computer Science,AIML,0.9,7,1
5.22,0,5,Electronics,DS,0.85,1,0
5.96,0,6,Civil,DS,0.85,3,1
7.4,0,5,Information Technology,WEB,0.78,7,0
7.42,0,8,Information Technology,WEB,0.78,7,1
7.17,0,8,Mechanical,WEB,0.78,6,1
6.58,0,8,Information Technology,CYB,0.83,7,1
7.07,1,8,Civil,AIML,0.9,3,1
10.0,0,6,Mechanical,CYB,0.83,0,1
8.1,2,7,Information Technology,CYB,0.83,0,0
4.51,0,7,Mechanical,CLOUD,0.87,6,0
6.82,0,6,Civil,DS,0.85,4,1
6.13,0,6,Civil,AIML,0.9,6,1
7.25,1,7,Computer Science,AIML,0.9,7,1
7.71,0,7,Electronics,CLOUD,0.87,6,1
8.51,0,6,Computer Science,DS,0.85,0,1
8.06,0,7,Mechanical,AIML,0.9,1,1
6.79,0,7,Civil,AIML,0.9,5,0
10.0,0,8,Information Technology,DS,0.85,2,1
7.95,0,6,Information Technology,CLOUD,0.87,4,1
7.93,1,5,Civil,AIML,0.9,1,0
7.26,1,5,Information Technology,AIML,0.9,5,0
6.12,0,8,Computer Science,AIML,0.9,4,1
4.48,0,6,Information Technology,WEB,0.78,4,0
6.94,1,7,Computer Science,DS,0.85,0,0
7.8,1,5,Civil,AIML,0.9,2,1
9.15,0,6,Computer Science,AIML,0.9,3,1
7.11,0,8,Information Technology,WEB,0.78,4,0
9.37,2,5,Information Technology,CYB,0.83,3,1
5.73,0,7,Information Technology,DS,0.85,3,1
5.2,1,5,Information Technology,DS,0.85,4,0
7.68,0,8,Electronics,CYB,0.83,5,1
6.79,0,8,Information Technology,DS,0.85,5,1
7.96,0,5,Computer Science,AIML,0.9,5,1
8.1,0,6,Electronics,DS,0.85,0,0
7.11,0,5,Civil,DS,0.85,3,0
7.16,1,8,Computer Science,AIML,0.9,3,0
8.09,1,7,Civil,CLOUD,0.87,5,1
6.9,1,7,Information Technology,CLOUD,0.87,2,0
5.91,0,6,Civil,CLOUD,0.87,6,1
6.26,0,8,Electronics,CLOUD,0.87,2,0
6.24,0,5,Electronics,DS,0.85,0,0
8.42,0,8,Electronics,DS,0.85,5,1
8.47,0,7,Electronics,AIML,0.9,3,1
6.11,1,7,Information Technology,DS,0.85,2,0
6.55,1,8,Computer Science,CYB,0.83,2,0
6.04,1,7,Information Technology,DS,0.85,5,1
8.87,1,6,Electronics,AIML,0.9,5,1
7.93,2,7,Civil,CYB,0.83,7,1
10.0,0,5,Mechanical,AIML,0.9,2,1
8.0,1,6,Computer Science,AIML,0.9,3,1
6.42,0,5,Information Technology,DS,0.85,2,1
5.85,0,7,Computer Science,CLOUD,0.87,5,1
6.34,1,8,Electronics,AIML,0.9,8,0
9.82,3,6,Mechanical,CYB,0.83,4,0
5.69,0,7,Electronics,CYB,0.83,0,0
8.31,1,6,Civil,CYB,0.83,1,0
5.57,2,5,Electronics,AIML,0.9,4,0
8.47,0,5,Computer Science,AIML,0.9,5,1
6.21,0,7,Civil,AIML,0.9,1,0
6.04,0,6,Information Technology,WEB,0.78,5,0
6.31,0,5,Civil,AIML,0.9,5,1
8.91,0,6,Electronics,DS,0.85,3,1
8.29,0,8,Computer Science,CLOUD,0.87,5,1
6.47,1,8,Information Technology,AIML,0.9,4,1
7.78,3,8,Computer Science,DS,0.85,1,0
7.88,1,6,Electronics,CLOUD,0.87,4,0
5.88,0,7,Civil,CLOUD,0.87,0,1
7.05,1,6,Civil,CLOUD,0.87,7,0
6.27,0,7,Civil,CYB,0.83,6,1
9.39,0,5,Computer Science,CLOUD,0.87,3,1
6.94,3,6,Civil,DS,0.85,6,0
8.08,0,6,Information Technology,WEB,0.78,5,1
7.98,1,5,Computer Science,DS,0.85,3,0
6.72,0,5,Information Technology,WEB,0.78,6,1
7.62,0,7,Information Technology,CLOUD,0.87,2,1
5.19,0,8,Civil,CYB,0.83,0,0
7.99,0,7,Civil,CYB,0.83,4,1
8.27,1,7,Mechanical,AIML,0.9,1,0
7.42,0,7,Mechanical,CYB,0.83,4,1
7.31,0,6,Mechanical,DS,0.85,5,1
7.21,2,5,Electronics,CYB,0.83,3,0
5.28,0,7,Mechanical,WEB,0.78,5,1
7.94,0,6,Information Technology,CYB,0.83,2,0
5.55,1,8,Information Technology,DS,0.85,4,0
7.7,1,8,Mechanical,CLOUD,0.87,3,0
8.04,2,6,Mechanical,AIML,0.9,2,1
7.92,0,5,Civil,WEB,0.78,5,1
4.84,0,6,Electronics,AIML,0.9,2,0
7.76,1,7,Civil,AIML,0.9,5,0
7.47,0,6,Information Technology,AIML,0.9,5,1
7.21,0,8,Information Technology,CYB,0.83,1,1
7.23,0,7,Computer Science,AIML,0.9,1,0
7.28,1,8,Mechanical,DS,0.85,2,1
9.82,2,8,Mechanical,CYB,0.83,1,1
8.43,0,8,Information Technology,CYB,0.83,2,0
10.0,0,5,Computer Science,CYB,0.83,2,0
8.88,0,6,Information Technology,WEB,0.78,2,1
5.36,0,6,Mechanical,AIML,0.9,2,1
6.93,0,6,Electronics,AIML,0.9,4,1
7.46,0,6,Computer Science,WEB,0.78,6,1
7.01,0,6,Civil,CYB,0.83,2,0
8.19,1,8,Mechanical,DS,0.85,2,1
7.63,2,8,Mechanical,AIML,0.9,1,0
6.66,0,6,Information Technology,WEB,0.78,0,0
6.61,0,6,Electronics,CLOUD,0.87,5,1
8.64,1,7,Civil,AIML,0.9,0,0
7.99,1,5,Mechanical,AIML,0.9,1,1
7.7,1,5,Computer Science,AIML,0.9,1,1
7.74,0,7,Civil,AIML,0.9,4,1
8.69,0,8,Electronics,AIML,0.9,0,1
6.45,0,7,Mechanical,AIML,0.9,3,1
6.33,0,7,Civil,CYB,0.83,7,1
6.49,1,7,Electronics,CLOUD,0.87,2,1
9.72,0,8,Mechanical,CLOUD,0.87,3,1
8.2,1,6,Civil,DS,0.85,5,1
6.18,0,8,Mechanical,WEB,0.78,5,0
8.28,1,8,Computer Science,CYB,0.83,7,1
6.16,1,7,Mechanical,CYB,0.83,2,1
10.0,0,7,Civil,DS,0.85,0,1
8.56,1,6,Electronics,CYB,0.83,5,1
6.76,1,6,Civil,DS,0.85,3,0
5.86,0,5,Civil,DS,0.85,5,0
8.41,0,7,Electronics,AIML,0.9,5,0
7.45,2,8,Mechanical,DS,0.85,4,0
7.3,2,8,Mechanical,DS,0.85,1,0
7.3,1,5,Computer Science,CLOUD,0.87,4,0
6.69,0,8,Information Technology,WEB,0.78,5,1
7.88,2,7,Civil,WEB,0.78,2,0
5.93,3,7,Civil,WEB,0.78,5,0
9.12,0,8,Mechanical,WEB,0.78,0,0
6.92,0,5,Information Technology,DS,0.85,3,1
7.65,2,6,Electronics,AIML,0.9,6,1
8.68,3,6,Mechanical,AIML,0.9,5,0
7.14,0,5,Mechanical,AIML,0.9,4,1
7.28,1,8,Mechanical,CLOUD,0.87,1,1
9.26,1,8,Information Technology,AIML,0.9,5,1
8.38,1,8,Mechanical,CLOUD,0.87,7,1
5.99,3,7,Mechanical,CLOUD,0.87,3,0
7.63,1,5,Mechanical,CLOUD,0.87,3,1
7.05,0,7,Computer Science,CLOUD,0.87,2,1
9.17,0,6,Electronics,WEB,0.78,2,1
6.89,0,7,Civil,CYB,0.83,4,0
3.78,0,5,Mechanical,CLOUD,0.87,1,0
6.22,0,5,Electronics,WEB,0.78,4,0
6.58,0,6,Computer Science,WEB,0.78,5,1
6.57,1,7,Civil,AIML,0.9,0,0
6.02,0,7,Information Technology,CLOUD,0.87,4,0
6.92,1,7,Mechanical,AIML,0.9,4,1
4.57,0,5,Electronics,DS,0.85,3,0
6.87,0,5,Mechanical,AIML,0.9,2,1
9.23,0,6,Computer Science,WEB,0.78,8,1
7.41,0,7,Information Technology,CYB,0.83,5,1
8.1,0,7,Electronics,CLOUD,0.87,2,0
7.89,0,5,Computer Science,AIML,0.9,4,1
8.0,1,8,Civil,WEB,0.78,4,1
7.55,1,5,Computer Science,DS,0.85,5,1
5.94,0,8,Mechanical,DS,0.85,5,1
7.66,0,8,Civil,CYB,0.83,1,1
6.33,1,5,Information Technology,DS,0.85,2,0
6.31,0,8,Civil,CYB,0.83,8,1
6.01,1,8,Electronics,DS,0.85,2,0
7.25,0,8,Electronics,AIML,0.9,3,0
6.65,0,6,Electronics,WEB,0.78,2,0
9.48,0,8,Civil,WEB,0.78,5,1
8.06,0,5,Electronics,WEB,0.78,6,0
8.09,0,5,Mechanical,AIML,0.9,7,1
8.04,0,8,Information Technology,CYB,0.83,1,0
6.82,1,5,Electronics,CYB,0.83,1,0
8.83,0,8,Information Technology,CLOUD,0.87,4,1
6.39,1,7,Mechanical,CYB,0.83,3,0
7.31,1,6,Computer Science,DS,0.85,2,1
7.45,0,8,Civil,DS,0.85,6,1
6.76,0,7,Electronics,CYB,0.83,6,1
8.53,1,5,Mechanical,CYB,0.83,2,0
7.06,2,6,Mechanical,DS,0.85,8,1
6.52,0,5,Information Technology,WEB,0.78,3,0
6.85,0,7,Mechanical,AIML,0.9,4,1
6.74,0,7,Electronics,DS,0.85,1,1
7.01,0,8,Civil,CYB,0.83,2,1
8.24,0,5,Civil,WEB,0.78,2,1
5.61,1,6,Mechanical,DS,0.85,6,1
7.52,0,7,Information Technology,CLOUD,0.87,2,0
7.61,2,6,Information Technology,AIML,0.9,6,1
6.07,2,6,Information Technology,WEB,0.78,2,0
7.52,1,7,Civil,CYB,0.83,1,0
6.78,2,7,Electronics,AIML,0.9,1,0
7.47,2,8,Electronics,WEB,0.78,4,1
4.23,0,6,Information Technology,WEB,0.78,2,1
7.59,1,8,Mechanical,AIML,0.9,3,1
9.05,0,6,Mechanical,DS,0.85,0,0
6.78,0,6,Information Technology,DS,0.85,7,1
6.61,0,8,Electronics,DS,0.85,3,1
7.97,0,7,Computer Science,CYB,0.83,5,1
6.47,0,5,Civil,DS,0.85,1,1
6.26,0,5,Mechanical,WEB,0.78,2,1
5.81,0,6,Civil,CYB,0.83,0,0
7.19,0,5,Electronics,CLOUD,0.87,4,1
6.45,2,8,Computer Science,CYB,0.83,4,0
6.27,1,7,Electronics,DS,0.85,5,1
9.29,1,8,Information Technology,AIML,0.9,8,1
7.4,0,6,Computer Science,CLOUD,0.87,1,0
7.15,3,8,Civil,DS,0.85,3,0
7.83,3,6,Information Technology,CLOUD,0.87,6,1
6.07,0,5,Mechanical,AIML,0.9,3,1
5.19,0,5,Mechanical,CYB,0.83,3,1
7.41,0,6,Civil,WEB,0.78,5,1
9.26,2,7,Civil,CLOUD,0.87,7,1
8.03,0,5,Computer Science,AIML,0.9,3,1
7.42,1,8,Mechanical,DS,0.85,5,0
6.58,2,6,Information Technology,CYB,0.83,1,0
5.95,2,7,Computer Science,AIML,0.9,3,0
7.15,0,6,Computer Science,CYB,0.83,2,0
6.85,0,7,Mechanical,DS,0.85,3,1
6.43,1,8,Electronics,AIML,0.9,0,0
6.94,1,8,Mechanical,AIML,0.9,4,1
9.63,1,7,Mechanical,DS,0.85,1,0
7.25,1,8,Mechanical,WEB,0.78,2,1
4.3,0,8,Information Technology,DS,0.85,6,1
7.84,0,8,Civil,AIML,0.9,6,1
7.21,3,5,Civil,CLOUD,0.87,4,0
8.59,1,6,Civil,AIML,0.9,1,1
6.74,0,8,Civil,AIML,0.9,5,1
6.84,1,7,Civil,CLOUD,0.87,0,0
8.75,0,8,Information Technology,DS,0.85,3,0
7.6,1,6,Information Technology,WEB,0.78,3,1
6.01,0,7,Computer Science,WEB,0.78,0,1
8.14,0,6,Mechanical,DS,0.85,7,1
6.02,2,8,Civil,DS,0.85,2,0
9.25,0,7,Computer Science,DS,0.85,2,1
7.15,1,7,Civil,WEB,0.78,1,0
7.62,0,5,Civil,AIML,0.9,3,1
5.0,0,5,Civil,CYB,0.83,4,0
7.22,0,5,Electronics,AIML,0.9,3,1
7.59,0,7,Computer Science,CLOUD,0.87,3,1
6.79,0,7,Civil,AIML,0.9,8,1
6.04,1,8,Electronics,DS,0.85,5,0
8.6,0,7,Information Technology,CLOUD,0.87,0,1
7.27,2,8,Information Technology,CLOUD,0.87,0,0
9.38,1,5,Electronics,AIML,0.9,4,1
7.89,1,5,Civil,CYB,0.83,2,0
6.23,0,6,Information Technology,DS,0.85,1,1
6.06,1,6,Mechanical,CLOUD,0.87,1,0
9.39,0,5,Civil,AIML,0.9,1,1
6.67,0,7,Electronics,AIML,0.9,4,1
6.61,0,7,Electronics,WEB,0.78,7,1
6.44,1,6,Mechanical,WEB,0.78,0,0
7.06,0,7,Computer Science,CYB,0.83,2,0
6.26,1,7,Mechanical,WEB,0.78,3,0
6.59,0,8,Computer Science,WEB,0.78,8,1
6.0,0,5,Information Technology,DS,0.85,4,0
5.63,1,5,Information Technology,DS,0.85,4,0
8.25,0,6,Information Technology,CLOUD,0.87,6,1
6.24,0,6,Electronics,CYB,0.83,2,0
8.45,1,6,Civil,CLOUD,0.87,1,1
6.1,0,8,Civil,WEB,0.78,4,1
7.77,0,5,Mechanical,AIML,0.9,4,1
6.49,1,8,Computer Science,CLOUD,0.87,1,0
5.91,0,7,Mechanical,DS,0.85,8,1
7.75,1,7,Information Technology,DS,0.85,0,0
7.35,1,5,Mechanical,CLOUD,0.87,3,1
9.05,0,8,Civil,CLOUD,0.87,3,1
6.9,0,8,Electronics,CLOUD,0.87,3,1
6.27,0,5,Mechanical,WEB,0.78,4,0
7.78,0,5,Civil,CLOUD,0.87,2,0
9.55,0,7,Electronics,AIML,0.9,4,1
7.4,0,7,Information Technology,WEB,0.78,4,1
6.42,1,7,Electronics,CLOUD,0.87,3,1
6.15,0,8,Civil,AIML,0.9,3,1
8.19,0,5,Electronics,CLOUD,0.87,4,1
6.89,0,7,Computer Science,AIML,0.9,2,1
10.0,2,8,Mechanical,CLOUD,0.87,5,0
8.21,0,8,Electronics,DS,0.85,1,1
8.69,0,5,Information Technology,WEB,0.78,5,1
5.84,1,8,Information Technology,CLOUD,0.87,4,1
7.13,2,6,Computer Science,WEB,0.78,4,0
8.07,1,6,Civil,AIML,0.9,5,1
7.31,1,5,Mechanical,CYB,0.83,3,1
6.49,0,8,Mechanical,CYB,0.83,3,1
8.55,1,8,Civil,DS,0.85,4,1
6.77,1,8,Mechanical,DS,0.85,5,0
6.52,1,8,Electronics,CLOUD,0.87,0,1
6.08,1,6,Information Technology,CYB,0.83,0,0
5.71,0,6,Information Technology,WEB,0.78,4,1
6.73,2,8,Mechanical,AIML,0.9,4,0
8.51,3,6,Information Technology,WEB,0.78,4,0
6.15,2,7,Information Technology,DS,0.85,4,0
7.12,0,5,Computer Science,AIML,0.9,3,1
10.0,0,8,Mechanical,AIML,0.9,1,0
7.03,0,6,Civil,CYB,0.83,7,1
6.91,3,8,Computer Science,AIML,0.9,3,1
9.77,0,5,Civil,CYB,0.83,3,1
7.72,0,5,Electronics,CLOUD,0.87,4,0
6.33,0,6,Computer Science,CLOUD,0.87,2,1
7.49,0,6,Civil,AIML,0.9,4,1
7.2,0,7,Electronics,WEB,0.78,0,0
10.0,3,8,Information Technology,DS,0.85,3,1
5.5,1,6,Electronics,CYB,0.83,5,0
5.9,1,5,Computer Science,AIML,0.9,5,1
7.54,0,5,Information Technology,CLOUD,0.87,5,1
6.29,0,6,Electronics,WEB,0.78,2,0
7.87,0,7,Civil,DS,0.85,0,0
4.59,1,7,Computer Science,DS,0.85,3,1
9.15,0,6,Computer Science,CLOUD,0.87,4,1
6.6,1,5,Electronics,DS,0.85,2,0
6.52,1,5,Civil,CYB,0.83,5,0
6.91,0,8,Mechanical,CYB,0.83,1,0
8.22,1,5,Computer Science,DS,0.85,2,0
6.35,0,5,Computer Science,WEB,0.78,4,1
7.29,0,7,Computer Science,CYB,0.83,5,1
7.6,1,5,Mechanical,AIML,0.9,4,1
6.5,0,7,Information Technology,CLOUD,0.87,2,0
5.95,0,8,Civil,DS,0.85,5,1
8.19,1,7,Computer Science,CLOUD,0.87,4,1
6.48,0,5,Computer Science,CLOUD,0.87,4,1
8.33,0,8,Civil,DS,0.85,1,0
5.35,0,5,Electronics,CLOUD,0.87,4,1
8.27,0,8,Information Technology,CYB,0.83,3,1
7.08,1,8,Electronics,AIML,0.9,3,1
7.03,1,8,Information Technology,AIML,0.9,2,0
9.41,1,8,Mechanical,WEB,0.78,6,1
6.71,1,5,Civil,DS,0.85,5,1
6.36,2,8,Civil,DS,0.85,4,0
7.91,0,7,Mechanical,CLOUD,0.87,5,1
8.87,0,6,Electronics,DS,0.85,2,1
6.81,0,7,Electronics,CYB,0.83,1,0
6.55,1,6,Information Technology,CLOUD,0.87,2,1
7.73,2,5,Mechanical,WEB,0.78,0,0
9.07,2,7,Mechanical,CYB,0.83,4,1
8.78,0,6,Computer Science,DS,0.85,5,1
7.65,0,8,Electronics,WEB,0.78,3,0
7.07,0,7,Computer Science,AIML,0.9,6,1
5.47,0,6,Civil,CYB,0.83,1,1
8.02,0,7,Electronics,AIML,0.9,2,0
7.65,0,8,Electronics,AIML,0.9,2,1
4.06,0,8,Information Technology,CLOUD,0.87,5,1
7.49,1,8,Computer Science,AIML,0.9,4,0
4.78,2,6,Computer Science,AIML,0.9,4,0
7.64,0,7,Computer Science,CLOUD,0.87,3,1
5.84,0,8,Electronics,AIML,0.9,5,1
7.51,1,7,Civil,WEB,0.78,0,0
8.71,2,8,Information Technology,DS,0.85,3,0
7.84,0,5,Computer Science,CLOUD,0.87,5,1
7.59,0,7,Information Technology,AIML,0.9,1,1
7.62,1,5,Computer Science,AIML,0.9,5,1
7.91,1,8,Civil,AIML,0.9,2,0
7.31,2,5,Electronics,CYB,0.83,3,0
6.71,0,7,Civil,AIML,0.9,0,0
7.1,2,8,Mechanical,AIML,0.9,4,1
5.72,0,6,Mechanical,WEB,0.78,4,1
7.86,1,7,Information Technology,CLOUD,0.87,3,1
8.32,0,7,Civil,DS,0.85,1,1
7.27,1,8,Civil,CLOUD,0.87,4,1
8.88,1,8,Mechanical,CYB,0.83,0,1
7.02,1,5,Mechanical,DS,0.85,2,1
8.7,0,7,Information Technology,AIML,0.9,4,1
6.79,1,5,Computer Science,AIML,0.9,2,0
7.79,0,5,Civil,AIML,0.9,4,1
8.4,0,6,Information Technology,AIML,0.9,6,1
9.34,0,8,Computer Science,WEB,0.78,2,0
8.72,0,6,Information Technology,CLOUD,0.87,4,1
8.49,0,5,Electronics,CLOUD,0.87,3,1
8.13,1,7,Electronics,WEB,0.78,3,0
6.68,2,6,Information Technology,CYB,0.83,3,1
6.77,3,7,Electronics,DS,0.85,4,0
7.26,0,8,Mechanical,CLOUD,0.87,4,1
6.99,0,7,Electronics,CLOUD,0.87,5,0
6.59,0,5,Electronics,CLOUD,0.87,2,0
6.8,0,6,Electronics,DS,0.85,3,1
7.15,0,6,Electronics,CLOUD,0.87,5,1
8.5,0,8,Mechanical,AIML,0.9,0,1
7.81,1,5,Mechanical,AIML,0.9,2,1
9.59,0,7,Electronics,AIML,0.9,2,1
8.46,1,8,Information Technology,AIML,0.9,2,0
6.48,0,6,Mechanical,WEB,0.78,5,1
8.92,0,7,Information Technology,CLOUD,0.87,7,1
9.48,1,7,Civil,DS,0.85,0,0
7.48,1,6,Information Technology,DS,0.85,4,0
6.89,0,6,Electronics,DS,0.85,6,1
7.62,0,5,Mechanical,DS,0.85,3,1
5.4,2,6,Mechanical,CLOUD,0.87,0,0
5.85,0,6,Information Technology,CYB,0.83,5,1
9.81,1,6,Computer Science,WEB,0.78,6,1
8.24,1,8,Electronics,WEB,0.78,2,1
5.34,0,7,Information Technology,WEB,0.78,3,1
9.69,0,6,Electronics,CYB,0.83,3,1
6.94,0,8,Civil,CYB,0.83,1,1
6.81,2,7,Information Technology,WEB,0.78,0,0
8.37,0,6,Mechanical,CLOUD,0.87,5,1
7.6,1,8,Mechanical,CLOUD,0.87,6,1
8.16,1,7,Computer Science,AIML,0.9,3,0
6.39,1,7,Computer Science,CLOUD,0.87,4,1
4.98,3,8,Information Technology,DS,0.85,4,0
6.5,1,7,Civil,CLOUD,0.87,3,1
6.28,0,5,Electronics,WEB,0.78,5,0
7.0,0,5,Information Technology,WEB,0.78,4,1
8.76,3,6,Mechanical,AIML,0.9,4,1
7.0,0,5,Civil,CYB,0.83,3,1
9.06,0,5,Mechanical,CYB,0.83,3,0
6.23,0,7,Information Technology,CYB,0.83,4,0
8.88,1,5,Information Technology,CLOUD,0.87,3,1
5.46,2,6,Civil,CYB,0.83,5,0
10.0,1,8,Computer Science,AIML,0.9,5,1
6.81,1,8,Information Technology,CYB,0.83,6,0
5.8,0,7,Mechanical,CLOUD,0.87,3,0
7.34,0,7,Mechanical,DS,0.85,8,1
7.99,0,8,Mechanical,CLOUD,0.87,3,1
7.89,4,6,Mechanical,DS,0.85,2,0
7.83,0,6,Electronics,CYB,0.83,4,0
8.32,0,5,Civil,DS,0.85,2,1
8.61,1,5,Civil,CLOUD,0.87,2,1
4.8,0,6,Electronics,CYB,0.83,3,1
6.4,0,6,Mechanical,CYB,0.83,0,0
6.45,1,8,Mechanical,CYB,0.83,3,0
7.45,1,7,Information Technology,DS,0.85,4,1
7.67,0,6,Computer Science,WEB,0.78,1,1
6.3,3,8,Civil,AIML,0.9,4,0
8.82,0,8,Electronics,DS,0.85,0,0
6.6,0,6,Computer Science,AIML,0.9,2,1
10.0,1,5,Civil,CYB,0.83,3,1
8.88,1,6,Information Technology,AIML,0.9,0,1
9.23,0,7,Civil,DS,0.85,8,1
7.07,0,6,Electronics,WEB,0.78,5,1
6.57,0,8,Computer Science,AIML,0.9,0,1
9.41,0,6,Information Technology,DS,0.85,4,1
7.64,0,7,Civil,WEB,0.78,5,0
5.5,0,6,Mechanical,WEB,0.78,0,1
6.57,2,5,Information Technology,AIML,0.9,2,0
5.85,0,5,Civil,WEB,0.78,6,1
7.91,1,7,Computer Science,CLOUD,0.87,3,0
9.11,0,5,Civil,WEB,0.78,6,1
5.98,0,6,Mechanical,AIML,0.9,5,0
7.54,0,7,Information Technology,DS,0.85,6,1
8.97,0,7,Civil,CYB,0.83,5,1
5.72,0,7,Mechanical,WEB,0.78,6,0
5.64,0,5,Mechanical,WEB,0.78,3,0
8.01,1,6,Computer Science,CYB,0.83,3,0
7.08,3,7,Civil,CLOUD,0.87,0,0
7.71,0,7,Mechanical,DS,0.85,6,1
5.87,0,7,Civil,AIML,0.9,6,0
5.59,0,7,Information Technology,CYB,0.83,5,1
7.79,1,8,Computer Science,CYB,0.83,4,0
