cgpa,backlog,semester,department,course_id,course_min_cgpa,course_max_backlog,eligible
5.13,2,8,Mechanical,WEB,6.0,2,0
5.13,2,8,Mechanical,CYB,7.0,1,0
5.13,2,8,Mechanical,CLOUD,6.5,1,0
8.1,0,6,Mechanical,AIML,7.5,0,0
8.1,0,6,Mechanical,DS,7.0,1,1
8.1,0,6,Mechanical,WEB,6.0,2,1
8.1,0,6,Mechanical,CYB,7.0,1,1
8.1,0,6,Mechanical,CLOUD,6.5,1,1
9.58,0,4,Electronics,AIML,7.5,0,0
9.58,0,4,Electronics,DS,7.0,1,1
9.58,0,4,Electronics,WEB,6.0,2,1
9.58,0,4,Electronics,CYB,7.0,1,1
9.58,0,4,Electronics,CLOUD,6.5,1,1
8.3,0,4,Information Technology,AIML,7.5,0,1
8.3,0,4,Information Technology,DS,7.0,1,1
8.3,0,4,Information Technology,WEB,6.0,2,1
8.3,0,4,Information Technology,CYB,7.0,1,1
8.3,0,4,Information Technology,CLOUD,6.5,1,1
7.14,0,6,Civil,AIML,7.5,0,0
7.14,0,6,Civil,DS,7.0,1,1
7.14,0,6,Civil,WEB,6.0,2,1
7.14,0,6,Civil,CYB,7.0,1,1
7.14,0,6,Civil,CLOUD,6.5,1,1
6.27,1,4,Computer Science,AIML,7.5,0,0
6.27,1,4,Computer Science,DS,7.0,1,1
6.27,1,4,Computer Science,WEB,6.0,2,1
6.27,1,4,Computer Science,CYB,7.0,1,0
6.27,1,4,Computer Science,CLOUD,6.5,1,0
7.74,0,3,Computer Science,AIML,7.5,0,1
7.74,0,3,Computer Science,DS,7.0,1,1
7.74,0,3,Computer Science,WEB,6.0,2,1
7.74,0,3,Computer Science,CYB,7.0,1,1
7.74,0,3,Computer Science,CLOUD,6.5,1,1
5.17,1,3,Information Technology,AIML,7.5,0,0
5.17,1,3,Information Technology,DS,7.0,1,0
5.17,1,3,Information Technology,WEB,6.0,2,0
5.17,1,3,Information Technology,CYB,7.0,1,0
5.17,1,3,Information Technology,CLOUD,6.5,1,0
7.53,3,3,Information Technology,AIML,7.5,0,0
7.53,3,3,Information Technology,DS,7.0,1,0
7.53,3,3,Information Technology,WEB,6.0,2,0
7.53,3,3,Information Technology,CYB,7.0,1,0
7.53,3,3,Information Technology,CLOUD,6.5,1,0
6.42,3,8,Civil,AIML,7.5,0,0
6.42,3,8,Civil,DS,7.0,1,0
6.42,3,8,Civil,WEB,6.0,2,0
6.42,3,8,Civil,CYB,7.0,1,0
6.42,3,8,Civil,CLOUD,6.5,1,0
5.41,0,5,Information Technology,AIML,7.5,0,0
5.41,0,5,Information Technology,DS,7.0,1,0
5.41,0,5,Information Technology,WEB,6.0,2,0
5.41,0,5,Information Technology,CYB,7.0,1,0
5.41,0,5,Information Technology,CLOUD,6.5,1,0
8.19,2,4,Mechanical,AIML,7.5,0,0
8.19,2,4,Mechanical,DS,7.0,1,0
8.19,2,4,Mechanical,WEB,6.0,2,1
8.19,2,4,Mechanical,CYB,7.0,1,0
8.19,2,4,Mechanical,CLOUD,6.5,1,0
9.94,2,8,Information Technology,AIML,7.5,0,0
9.94,2,8,Information Technology,DS,7.0,1,0
9.94,2,8,Information Technology,WEB,6.0,2,1
9.94,2,8,Information Technology,CYB,7.0,1,0
9.94,2,8,Information Technology,CLOUD,6.5,1,0
5.64,1,5,Mechanical,AIML,7.5,0,0
5.64,1,5,Mechanical,DS,7.0,1,0
5.64,1,5,Mechanical,WEB,6.0,2,0
5.64,1,5,Mechanical,CYB,7.0,1,0
5.64,1,5,Mechanical,CLOUD,6.5,1,0
7.75,2,7,Mechanical,AIML,7.5,0,0
7.75,2,7,Mechanical,DS,7.0,1,0
7.75,2,7,Mechanical,WEB,6.0,2,1
7.75,2,7,Mechanical,CYB,7.0,1,0
7.75,2,7,Mechanical,CLOUD,6.5,1,0
7.45,0,6,Computer Science,AIML,7.5,0,0
7.45,0,6,Computer Science,DS,7.0,1,1
7.45,0,6,Computer Science,WEB,6.0,2,1
7.45,0,6,Computer Science,CYB,7.0,1,1
7.45,0,6,Computer Science,CLOUD,6.5,1,1
8.63,0,4,Mechanical,AIML,7.5,0,1
8.63,0,4,Mechanical,DS,7.0,1,1
8.63,0,4,Mechanical,WEB,6.0,2,1
8.63,0,4,Mechanical,CYB,7.0,1,1
8.63,0,4,Mechanical,CLOUD,6.5,1,1
7.54,2,6,Electronics,AIML,7.5,0,1
7.54,2,6,Electronics,DS,7.0,1,0
7.54,2,6,Electronics,WEB,6.0,2,1
7.54,2,6,Electronics,CYB,7.0,1,0
7.54,2,6,Electronics,CLOUD,6.5,1,0
7.38,2,8,Civil,AIML,7.5,0,0
7.38,2,8,Civil,DS,7.0,1,0
7.38,2,8,Civil,WEB,6.0,2,1
7.38,2,8,Civil,CYB,7.0,1,0
7.38,2,8,Civil,CLOUD,6.5,1,0
7.83,3,8,Civil,AIML,7.5,0,0
7.83,3,8,Civil,DS,7.0,1,0
7.83,3,8,Civil,WEB,6.0,2,0
7.83,3,8,Civil,CYB,7.0,1,0
7.83,3,8,Civil,CLOUD,6.5,1,0
7.18,1,5,Electronics,AIML,7.5,0,0
7.18,1,5,Electronics,DS,7.0,1,1
7.18,1,5,Electronics,WEB,6.0,2,1
7.18,1,5,Electronics,CYB,7.0,1,0
7.18,1,5,Electronics,CLOUD,6.5,1,1
7.63,0,6,Information Technology,AIML,7.5,0,1
7.63,0,6,Information Technology,DS,7.0,1,1
7.63,0,6,Information Technology,WEB,6.0,2,1
7.63,0,6,Information Technology,CYB,7.0,1,1
7.63,0,6,Information Technology,CLOUD,6.5,1,1
6.63,0,4,Civil,AIML,7.5,0,0
6.63,0,4,Civil,DS,7.0,1,0
6.63,0,4,Civil,WEB,6.0,2,1
6.63,0,4,Civil,CYB,7.0,1,0
6.63,0,4,Civil,CLOUD,6.5,1,1
5.16,1,5,Electronics,AIML,7.5,0,0
5.16,1,5,Electronics,DS,7.0,1,0
5.16,1,5,Electronics,WEB,6.0,2,0
5.16,1,5,Electronics,CYB,7.0,1,0
5.16,1,5,Electronics,CLOUD,6.5,1,0
7.68,0,5,Information Technology,AIML,7.5,0,1
7.68,0,5,Information Technology,DS,7.0,1,1
7.68,0,5,Information Technology,WEB,6.0,2,1
7.68,0,5,Information Technology,CYB,7.0,1,1
7.68,0,5,Information Technology,CLOUD,6.5,1,1
5.57,1,4,Information Technology,AIML,7.5,0,0
5.57,1,4,Information Technology,DS,7.0,1,1
5.57,1,4,Information Technology,WEB,6.0,2,0
5.57,1,4,Information Technology,CYB,7.0,1,0
5.57,1,4,Information Technology,CLOUD,6.5,1,0
6.8,0,4,Electronics,AIML,7.5,0,0
6.8,0,4,Electronics,DS,7.0,1,0
6.8,0,4,Electronics,WEB,6.0,2,1
6.8,0,4,Electronics,CYB,7.0,1,0
6.8,0,4,Electronics,CLOUD,6.5,1,1
8.11,0,6,Mechanical,AIML,7.5,0,1
8.11,0,6,Mechanical,DS,7.0,1,1
8.11,0,6,Mechanical,WEB,6.0,2,1
8.11,0,6,Mechanical,CYB,7.0,1,1
8.11,0,6,Mechanical,CLOUD,6.5,1,1
6.87,0,4,Civil,AIML,7.5,0,0
6.87,0,4,Civil,DS,7.0,1,0
6.87,0,4,Civil,WEB,6.0,2,1
6.87,0,4,Civil,CYB,7.0,1,0
6.87,0,4,Civil,CLOUD,6.5,1,1
6.72,0,3,Computer Science,AIML,7.5,0,0
6.72,0,3,Computer Science,DS,7.0,1,0
6.72,0,3,Computer Science,WEB,6.0,2,1
6.72,0,3,Computer Science,CYB,7.0,1,0
6.72,0,3,Computer Science,CLOUD,6.5,1,1
7.52,0,8,Information Technology,AIML,7.5,0,0
7.52,0,8,Information Technology,DS,7.0,1,1
7.52,0,8,Information Technology,WEB,6.0,2,1
7.52,0,8,Information Technology,CYB,7.0,1,1
7.52,0,8,Information Technology,CLOUD,6.5,1,1
5.74,0,7,Civil,AIML,7.5,0,0
5.74,0,7,Civil,DS,7.0,1,0
5.74,0,7,Civil,WEB,6.0,2,0
5.74,0,7,Civil,CYB,7.0,1,0
5.74,0,7,Civil,CLOUD,6.5,1,0
8.59,1,6,Computer Science,AIML,7.5,0,0
8.59,1,6,Computer Science,DS,7.0,1,0
8.59,1,6,Computer Science,WEB,6.0,2,1
8.59,1,6,Computer Science,CYB,7.0,1,1
8.59,1,6,Computer Science,CLOUD,6.5,1,1
6.65,2,8,Mechanical,AIML,7.5,0,0
6.65,2,8,Mechanical,DS,7.0,1,0
6.65,2,8,Mechanical,WEB,6.0,2,1
6.65,2,8,Mechanical,CYB,7.0,1,0
6.65,2,8,Mechanical,CLOUD,6.5,1,0
7.46,1,4,Information Technology,AIML,7.5,0,0
7.46,1,4,Information Technology,DS,7.0,1,1
7.46,1,4,Information Technology,WEB,6.0,2,1
7.46,1,4,Information Technology,CYB,7.0,1,1
7.46,1,4,Information Technology,CLOUD,6.5,1,1
6.0,1,6,Mechanical,AIML,7.5,0,0
6.0,1,6,Mechanical,DS,7.0,1,0
6.0,1,6,Mechanical,WEB,6.0,2,1
6.0,1,6,Mechanical,CYB,7.0,1,0
6.0,1,6,Mechanical,CLOUD,6.5,1,0
8.09,0,8,Computer Science,AIML,7.5,0,0
8.09,0,8,Computer Science,DS,7.0,1,1
8.09,0,8,Computer Science,WEB,6.0,2,1
8.09,0,8,Computer Science,CYB,7.0,1,1
8.09,0,8,Computer Science,CLOUD,6.5,1,1
5.8,2,3,Computer Science,AIML,7.5,0,0
5.8,2,3,Computer Science,DS,7.0,1,0
5.8,2,3,Computer Science,WEB,6.0,2,0
5.8,2,3,Computer Science,CYB,7.0,1,0
5.8,2,3,Computer Science,CLOUD,6.5,1,0
9.18,2,8,Electronics,AIML,7.5,0,0
9.18,2,8,Electronics,DS,7.0,1,0
9.18,2,8,Electronics,WEB,6.0,2,1
9.18,2,8,Electronics,CYB,7.0,1,0
9.18,2,8,Electronics,CLOUD,6.5,1,0
7.37,0,7,Computer Science,AIML,7.5,0,0
7.37,0,7,Computer Science,DS,7.0,1,1
7.37,0,7,Computer Science,WEB,6.0,2,1
7.37,0,7,Computer Science,CYB,7.0,1,1
7.37,0,7,Computer Science,CLOUD,6.5,1,1
8.62,0,7,Mechanical,AIML,7.5,0,1
8.62,0,7,Mechanical,DS,7.0,1,1
8.62,0,7,Mechanical,WEB,6.0,2,1
8.62,0,7,Mechanical,CYB,7.0,1,1
8.62,0,7,Mechanical,CLOUD,6.5,1,1
8.75,0,5,Civil,AIML,7.5,0,1
8.75,0,5,Civil,DS,7.0,1,1
8.75,0,5,Civil,WEB,6.0,2,1
8.75,0,5,Civil,CYB,7.0,1,1
8.75,0,5,Civil,CLOUD,6.5,1,1
9.92,1,5,Computer Science,AIML,7.5,0,0
9.92,1,5,Computer Science,DS,7.0,1,1
9.92,1,5,Computer Science,WEB,6.0,2,1
9.92,1,5,Computer Science,CYB,7.0,1,1
9.92,1,5,Computer Science,CLOUD,6.5,1,1
6.7,0,3,Electronics,AIML,7.5,0,0
6.7,0,3,Electronics,DS,7.0,1,0
6.7,0,3,Electronics,WEB,6.0,2,1
6.7,0,3,Electronics,CYB,7.0,1,0
6.7,0,3,Electronics,CLOUD,6.5,1,1
7.93,0,8,Information Technology,AIML,7.5,0,1
7.93,0,8,Information Technology,DS,7.0,1,1
7.93,0,8,Information Technology,WEB,6.0,2,1
7.93,0,8,Information Technology,CYB,7.0,1,1
7.93,0,8,Information Technology,CLOUD,6.5,1,1
6.8,0,8,Electronics,AIML,7.5,0,1
6.8,0,8,Electronics,DS,7.0,1,0
6.8,0,8,Electronics,WEB,6.0,2,1
6.8,0,8,Electronics,CYB,7.0,1,0
6.8,0,8,Electronics,CLOUD,6.5,1,1
7.39,0,6,Electronics,AIML,7.5,0,1
7.39,0,6,Electronics,DS,7.0,1,1
7.39,0,6,Electronics,WEB,6.0,2,1
7.39,0,6,Electronics,CYB,7.0,1,1
7.39,0,6,Electronics,CLOUD,6.5,1,1
6.41,5,6,Information Technology,AIML,7.5,0,0
6.41,5,6,Information Technology,DS,7.0,1,0
6.41,5,6,Information Technology,WEB,6.0,2,0
6.41,5,6,Information Technology,CYB,7.0,1,0
6.41,5,6,Information Technology,CLOUD,6.5,1,0
8.29,0,8,Civil,AIML,7.5,0,1
8.29,0,8,Civil,DS,7.0,1,1
8.29,0,8,Civil,WEB,6.0,2,1
8.29,0,8,Civil,CYB,7.0,1,1
8.29,0,8,Civil,CLOUD,6.5,1,1
8.55,1,4,Computer Science,AIML,7.5,0,0
8.55,1,4,Computer Science,DS,7.0,1,0
8.55,1,4,Computer Science,WEB,6.0,2,1
8.55,1,4,Computer Science,CYB,7.0,1,1
8.55,1,4,Computer Science,CLOUD,6.5,1,1
5.58,0,5,Electronics,AIML,7.5,0,1
5.58,0,5,Electronics,DS,7.0,1,0
5.58,0,5,Electronics,WEB,6.0,2,0
5.58,0,5,Electronics,CYB,7.0,1,0
5.58,0,5,Electronics,CLOUD,6.5,1,0
8.12,1,5,Electronics,AIML,7.5,0,0
8.12,1,5,Electronics,DS,7.0,1,0
8.12,1,5,Electronics,WEB,6.0,2,1
8.12,1,5,Electronics,CYB,7.0,1,0
8.12,1,5,Electronics,CLOUD,6.5,1,1
5.54,0,3,Computer Science,AIML,7.5,0,1
5.54,0,3,Computer Science,DS,7.0,1,0
5.54,0,3,Computer Science,WEB,6.0,2,0
5.54,0,3,Computer Science,CYB,7.0,1,0
5.54,0,3,Computer Science,CLOUD,6.5,1,0
5.35,0,5,Mechanical,AIML,7.5,0,1
5.35,0,5,Mechanical,DS,7.0,1,0
5.35,0,5,Mechanical,WEB,6.0,2,0
5.35,0,5,Mechanical,CYB,7.0,1,0
5.35,0,5,Mechanical,CLOUD,6.5,1,0
5.06,2,8,Civil,AIML,7.5,0,0
5.06,2,8,Civil,DS,7.0,1,0
5.06,2,8,Civil,WEB,6.0,2,0
5.06,2,8,Civil,CYB,7.0,1,0
5.06,2,8,Civil,CLOUD,6.5,1,0
8.68,0,4,Mechanical,AIML,7.5,0,1
8.68,0,4,Mechanical,DS,7.0,1,1
8.68,0,4,Mechanical,WEB,6.0,2,1
8.68,0,4,Mechanical,CYB,7.0,1,1
8.68,0,4,Mechanical,CLOUD,6.5,1,1
6.88,2,4,Computer Science,AIML,7.5,0,0
6.88,2,4,Computer Science,DS,7.0,1,0
6.88,2,4,Computer Science,WEB,6.0,2,1
6.88,2,4,Computer Science,CYB,7.0,1,0
6.88,2,4,Computer Science,CLOUD,6.5,1,0
7.25,0,4,Mechanical,AIML,7.5,0,0
7.25,0,4,Mechanical,DS,7.0,1,1
7.25,0,4,Mechanical,WEB,6.0,2,1
7.25,0,4,Mechanical,CYB,7.0,1,0
7.25,0,4,Mechanical,CLOUD,6.5,1,1
5.93,4,5,Civil,AIML,7.5,0,0
5.93,4,5,Civil,DS,7.0,1,0
5.93,4,5,Civil,WEB,6.0,2,0
5.93,4,5,Civil,CYB,7.0,1,0
5.93,4,5,Civil,CLOUD,6.5,1,0
7.91,0,6,Civil,AIML,7.5,0,1
7.91,0,6,Civil,DS,7.0,1,1
7.91,0,6,Civil,WEB,6.0,2,1
7.91,0,6,Civil,CYB,7.0,1,1
7.91,0,6,Civil,CLOUD,6.5,1,1
5.65,4,4,Mechanical,AIML,7.5,0,0
5.65,4,4,Mechanical,DS,7.0,1,0
5.65,4,4,Mechanical,WEB,6.0,2,0
5.65,4,4,Mechanical,CYB,7.0,1,0
5.65,4,4,Mechanical,CLOUD,6.5,1,0
5.68,4,5,Electronics,AIML,7.5,0,0
5.68,4,5,Electronics,DS,7.0,1,0
5.68,4,5,Electronics,WEB,6.0,2,0
5.68,4,5,Electronics,CYB,7.0,1,0
5.68,4,5,Electronics,CLOUD,6.5,1,0
6.83,0,7,Information Technology,AIML,7.5,0,0
6.83,0,7,Information Technology,DS,7.0,1,0
6.83,0,7,Information Technology,WEB,6.0,2,1
6.83,0,7,Information Technology,CYB,7.0,1,0
6.83,0,7,Information Technology,CLOUD,6.5,1,1
5.01,3,4,Civil,AIML,7.5,0,0
5.01,3,4,Civil,DS,7.0,1,0
5.01,3,4,Civil,WEB,6.0,2,0
5.01,3,4,Civil,CYB,7.0,1,0
5.01,3,4,Civil,CLOUD,6.5,1,0
7.82,0,7,Computer Science,AIML,7.5,0,1
7.82,0,7,Computer Science,DS,7.0,1,1
7.82,0,7,Computer Science,WEB,6.0,2,1
7.82,0,7,Computer Science,CYB,7.0,1,1
7.82,0,7,Computer Science,CLOUD,6.5,1,1
5.02,1,6,Electronics,AIML,7.5,0,0
5.02,1,6,Electronics,DS,7.0,1,0
5.02,1,6,Electronics,WEB,6.0,2,0
5.02,1,6,Electronics,CYB,7.0,1,1
5.02,1,6,Electronics,CLOUD,6.5,1,0
7.54,0,4,Electronics,AIML,7.5,0,1
7.54,0,4,Electronics,DS,7.0,1,1
7.54,0,4,Electronics,WEB,6.0,2,1
7.54,0,4,Electronics,CYB,7.0,1,1
7.54,0,4,Electronics,CLOUD,6.5,1,1
5.88,0,6,Computer Science,AIML,7.5,0,0
5.88,0,6,Computer Science,DS,7.0,1,0
5.88,0,6,Computer Science,WEB,6.0,2,0
5.88,0,6,Computer Science,CYB,7.0,1,0
5.88,0,6,Computer Science,CLOUD,6.5,1,0
5.6,0,8,Mechanical,AIML,7.5,0,0
5.6,0,8,Mechanical,DS,7.0,1,0
5.6,0,8,Mechanical,WEB,6.0,2,0
5.6,0,8,Mechanical,CYB,7.0,1,0
5.6,0,8,Mechanical,CLOUD,6.5,1,0
7.31,0,7,Civil,AIML,7.5,0,0
7.31,0,7,Civil,DS,7.0,1,1
7.31,0,7,Civil,WEB,6.0,2,1
7.31,0,7,Civil,CYB,7.0,1,1
7.31,0,7,Civil,CLOUD,6.5,1,1
8.92,2,8,Electronics,AIML,7.5,0,0
8.92,2,8,Electronics,DS,7.0,1,0
8.92,2,8,Electronics,WEB,6.0,2,1
8.92,2,8,Electronics,CYB,7.0,1,0
8.92,2,8,Electronics,CLOUD,6.5,1,0
5.73,0,8,Mechanical,AIML,7.5,0,0
5.73,0,8,Mechanical,DS,7.0,1,0
5.73,0,8,Mechanical,WEB,6.0,2,0
5.73,0,8,Mechanical,CYB,7.0,1,0
5.73,0,8,Mechanical,CLOUD,6.5,1,0
7.18,0,3,Electronics,AIML,7.5,0,0
7.18,0,3,Electronics,DS,7.0,1,1
7.18,0,3,Electronics,WEB,6.0,2,1
7.18,0,3,Electronics,CYB,7.0,1,1
7.18,0,3,Electronics,CLOUD,6.5,1,1
6.65,0,5,Mechanical,AIML,7.5,0,0
6.65,0,5,Mechanical,DS,7.0,1,0
6.65,0,5,Mechanical,WEB,6.0,2,1
6.65,0,5,Mechanical,CYB,7.0,1,0
6.65,0,5,Mechanical,CLOUD,6.5,1,1
6.73,0,3,Mechanical,AIML,7.5,0,1
6.73,0,3,Mechanical,DS,7.0,1,0
6.73,0,3,Mechanical,WEB,6.0,2,1
6.73,0,3,Mechanical,CYB,7.0,1,0
6.73,0,3,Mechanical,CLOUD,6.5,1,0
7.67,0,5,Electronics,AIML,7.5,0,1
7.67,0,5,Electronics,DS,7.0,1,1
7.67,0,5,Electronics,WEB,6.0,2,1
7.67,0,5,Electronics,CYB,7.0,1,1
7.67,0,5,Electronics,CLOUD,6.5,1,1
7.4,2,6,Computer Science,AIML,7.5,0,0
7.4,2,6,Computer Science,DS,7.0,1,0
7.4,2,6,Computer Science,WEB,6.0,2,1
7.4,2,6,Computer Science,CYB,7.0,1,0
7.4,2,6,Computer Science,CLOUD,6.5,1,0
6.54,2,8,Computer Science,AIML,7.5,0,0
6.54,2,8,Computer Science,DS,7.0,1,0
6.54,2,8,Computer Science,WEB,6.0,2,0
6.54,2,8,Computer Science,CYB,7.0,1,0
6.54,2,8,Computer Science,CLOUD,6.5,1,0
8.8,2,8,Information Technology,AIML,7.5,0,0
8.8,2,8,Information Technology,DS,7.0,1,0
8.8,2,8,Information Technology,WEB,6.0,2,1
8.8,2,8,Information Technology,CYB,7.0,1,0
8.8,2,8,Information Technology,CLOUD,6.5,1,0
5.9,0,6,Mechanical,AIML,7.5,0,0
5.9,0,6,Mechanical,DS,7.0,1,0
5.9,0,6,Mechanical,WEB,6.0,2,0
5.9,0,6,Mechanical,CYB,7.0,1,0
5.9,0,6,Mechanical,CLOUD,6.5,1,0
7.74,2,6,Mechanical,AIML,7.5,0,1
7.74,2,6,Mechanical,DS,7.0,1,0
7.74,2,6,Mechanical,WEB,6.0,2,1
7.74,2,6,Mechanical,CYB,7.0,1,0
7.74,2,6,Mechanical,CLOUD,6.5,1,0
7.57,2,6,Computer Science,AIML,7.5,0,0
7.57,2,6,Computer Science,DS,7.0,1,0
7.57,2,6,Computer Science,WEB,6.0,2,1
7.57,2,6,Computer Science,CYB,7.0,1,0
7.57,2,6,Computer Science,CLOUD,6.5,1,0
7.03,0,3,Civil,AIML,7.5,0,1
7.03,0,3,Civil,DS,7.0,1,1
7.03,0,3,Civil,WEB,6.0,2,1
7.03,0,3,Civil,CYB,7.0,1,1
7.03,0,3,Civil,CLOUD,6.5,1,1
6.34,2,5,Mechanical,AIML,7.5,0,0
6.34,2,5,Mechanical,DS,7.0,1,0
6.34,2,5,Mechanical,WEB,6.0,2,1
6.34,2,5,Mechanical,CYB,7.0,1,0
6.34,2,5,Mechanical,CLOUD,6.5,1,0
5.53,0,7,Computer Science,AIML,7.5,0,0
5.53,0,7,Computer Science,DS,7.0,1,0
5.53,0,7,Computer Science,WEB,6.0,2,0
5.53,0,7,Computer Science,CYB,7.0,1,0
5.53,0,7,Computer Science,CLOUD,6.5,1,0
8.02,0,8,Electronics,AIML,7.5,0,1
8.02,0,8,Electronics,DS,7.0,1,1
8.02,0,8,Electronics,WEB,6.0,2,1
8.02,0,8,Electronics,CYB,7.0,1,1
8.02,0,8,Electronics,CLOUD,6.5,1,1
5.36,0,5,Computer Science,AIML,7.5,0,0
5.36,0,5,Computer Science,DS,7.0,1,0
5.36,0,5,Computer Science,WEB,6.0,2,0
5.36,0,5,Computer Science,CYB,7.0,1,0
5.36,0,5,Computer Science,CLOUD,6.5,1,0
7.93,1,4,Civil,AIML,7.5,0,0
7.93,1,4,Civil,DS,7.0,1,1
7.93,1,4,Civil,WEB,6.0,2,1
7.93,1,4,Civil,CYB,7.0,1,1
7.93,1,4,Civil,CLOUD,6.5,1,1
5.67,1,7,Information Technology,AIML,7.5,0,0
5.67,1,7,Information Technology,DS,7.0,1,0
5.67,1,7,Information Technology,WEB,6.0,2,0
5.67,1,7,Information Technology,CYB,7.0,1,0
5.67,1,7,Information Technology,CLOUD,6.5,1,0
6.44,2,3,Electronics,AIML,7.5,0,0
6.44,2,3,Electronics,DS,7.0,1,0
6.44,2,3,Electronics,WEB,6.0,2,1
6.44,2,3,Electronics,CYB,7.0,1,0
6.44,2,3,Electronics,CLOUD,6.5,1,0
7.43,2,7,Civil,AIML,7.5,0,0
7.43,2,7,Civil,DS,7.0,1,0
7.43,2,7,Civil,WEB,6.0,2,1
7.43,2,7,Civil,CYB,7.0,1,0
7.43,2,7,Civil,CLOUD,6.5,1,0
4.96,1,6,Mechanical,AIML,7.5,0,0
4.96,1,6,Mechanical,DS,7.0,1,0
4.96,1,6,Mechanical,WEB,6.0,2,0
4.96,1,6,Mechanical,CYB,7.0,1,0
4.96,1,6,Mechanical,CLOUD,6.5,1,0
7.06,1,4,Civil,AIML,7.5,0,0
7.06,1,4,Civil,DS,7.0,1,1
7.06,1,4,Civil,WEB,6.0,2,1
7.06,1,4,Civil,CYB,7.0,1,1
7.06,1,4,Civil,CLOUD,6.5,1,1
7.21,0,7,Computer Science,AIML,7.5,0,0
7.21,0,7,Computer Science,DS,7.0,1,1
7.21,0,7,Computer Science,WEB,6.0,2,1
7.21,0,7,Computer Science,CYB,7.0,1,1
7.21,0,7,Computer Science,CLOUD,6.5,1,1
8.62,0,3,Mechanical,AIML,7.5,0,1
8.62,0,3,Mechanical,DS,7.0,1,1
8.62,0,3,Mechanical,WEB,6.0,2,1
8.62,0,3,Mechanical,CYB,7.0,1,1
8.62,0,3,Mechanical,CLOUD,6.5,1,1
7.6,0,8,Information Technology,AIML,7.5,0,1
7.6,0,8,Information Technology,DS,7.0,1,1
7.6,0,8,Information Technology,WEB,6.0,2,1
7.6,0,8,Information Technology,CYB,7.0,1,1
7.6,0,8,Information Technology,CLOUD,6.5,1,1
8.42,0,5,Computer Science,AIML,7.5,0,1
8.42,0,5,Computer Science,DS,7.0,1,1
8.42,0,5,Computer Science,WEB,6.0,2,1
8.42,0,5,Computer Science,CYB,7.0,1,1
8.42,0,5,Computer Science,CLOUD,6.5,1,1
9.25,0,4,Information Technology,AIML,7.5,0,1
9.25,0,4,Information Technology,DS,7.0,1,1
9.25,0,4,Information Technology,WEB,6.0,2,1
9.25,0,4,Information Technology,CYB,7.0,1,1
9.25,0,4,Information Technology,CLOUD,6.5,1,1
5.97,0,8,Civil,AIML,7.5,0,0
5.97,0,8,Civil,DS,7.0,1,0
5.97,0,8,Civil,WEB,6.0,2,0
5.97,0,8,Civil,CYB,7.0,1,0
5.97,0,8,Civil,CLOUD,6.5,1,0
7.57,1,4,Computer Science,AIML,7.5,0,0
7.57,1,4,Computer Science,DS,7.0,1,1
7.57,1,4,Computer Science,WEB,6.0,2,1
7.57,1,4,Computer Science,CYB,7.0,1,1
7.57,1,4,Computer Science,CLOUD,6.5,1,1
8.07,0,7,Electronics,AIML,7.5,0,1
8.07,0,7,Electronics,DS,7.0,1,1
8.07,0,7,Electronics,WEB,6.0,2,1
8.07,0,7,Electronics,CYB,7.0,1,1
8.07,0,7,Electronics,CLOUD,6.5,1,1
4.22,0,3,Information Technology,AIML,7.5,0,0
4.22,0,3,Information Technology,DS,7.0,1,0
4.22,0,3,Information Technology,WEB,6.0,2,0
4.22,0,3,Information Technology,CYB,7.0,1,0
4.22,0,3,Information Technology,CLOUD,6.5,1,0
7.65,0,5,Information Technology,AIML,7.5,0,1
7.65,0,5,Information Technology,DS,7.0,1,1
7.65,0,5,Information Technology,WEB,6.0,2,1
7.65,0,5,Information Technology,CYB,7.0,1,1
7.65,0,5,Information Technology,CLOUD,6.5,1,1
7.49,1,5,Information Technology,AIML,7.5,0,0
7.49,1,5,Information Technology,DS,7.0,1,1
7.49,1,5,Information Technology,WEB,6.0,2,1
7.49,1,5,Information Technology,CYB,7.0,1,1
7.49,1,5,Information Technology,CLOUD,6.5,1,1
6.84,2,6,Computer Science,AIML,7.5,0,0
6.84,2,6,Computer Science,DS,7.0,1,0
6.84,2,6,Computer Science,WEB,6.0,2,1
6.84,2,6,Computer Science,CYB,7.0,1,1
6.84,2,6,Computer Science,CLOUD,6.5,1,0
5.96,0,5,Mechanical,AIML,7.5,0,0
5.96,0,5,Mechanical,DS,7.0,1,0
5.96,0,5,Mechanical,WEB,6.0,2,0
5.96,0,5,Mechanical,CYB,7.0,1,0
5.96,0,5,Mechanical,CLOUD,6.5,1,0
9.24,1,8,Computer Science,AIML,7.5,0,0
9.24,1,8,Computer Science,DS,7.0,1,1
9.24,1,8,Computer Science,WEB,6.0,2,1
9.24,1,8,Computer Science,CYB,7.0,1,1
9.24,1,8,Computer Science,CLOUD,6.5,1,1
6.7,1,7,Mechanical,AIML,7.5,0,0
6.7,1,7,Mechanical,DS,7.0,1,0
6.7,1,7,Mechanical,WEB,6.0,2,1
6.7,1,7,Mechanical,CYB,7.0,1,0
6.7,1,7,Mechanical,CLOUD,6.5,1,1
6.72,3,5,Civil,AIML,7.5,0,0
6.72,3,5,Civil,DS,7.0,1,0
6.72,3,5,Civil,WEB,6.0,2,0
6.72,3,5,Civil,CYB,7.0,1,0
6.72,3,5,Civil,CLOUD,6.5,1,0
5.91,2,3,Computer Science,AIML,7.5,0,0
